57241,testassemblies613,,bits
56447,testassemblies228,,bits
51266,testassemblies323,,bits
50335,testassemblies742,,bits
49108,testassemblies555,,bits
46745,testassemblies502,,bits
45420,testassemblies338,,bits
45264,testassemblies227,,bits
44899,testassemblies757,,bits
39806,testassemblies86,,bits
39286,testassemblies577,,
39207,testassemblies868,,
39073,testassemblies691,,
38458,testassemblies632,,
37893,testassemblies354,,
37130,testassemblies536,,
37072,testassemblies948,,
36663,testassemblies501,,
36066,testassemblies886,,
34237,testassemblies1028,,
33806,testassemblies834,,
33797,testassemblies337,,
33744,testassemblies260,,
33630,testassemblies392,,
33612,testassemblies494,,
33482,testassemblies785,,
33368,testassemblies226,,
33271,testassemblies1271,,
32692,testassemblies85,,
29154,testassemblies904,,
28925,testassemblies750,,
28866,testassemblies1024,,
28355,testassemblies395,,
28239,testassemblies148,,
28231,testassemblies306,,
28223,testassemblies593,,
28191,testassemblies543,,
28178,testassemblies330,,
28134,testassemblies408,,
28097,testassemblies248,,
28089,testassemblies209,,
27959,testassemblies701,,
27944,testassemblies874,,
27864,testassemblies860,,
27741,testassemblies361,,
27665,testassemblies1204,,
27602,testassemblies1292,,
27599,testassemblies585,,
27590,testassemblies357,,
27587,testassemblies610,,
27540,testassemblies880,,
27412,testassemblies936,,
27403,testassemblies764,,
27349,testassemblies835,,
27298,testassemblies786,,
26943,testassemblies769,,
26818,testassemblies953,,
26659,testassemblies1289,,
26504,testassemblies1220,,
25567,testassemblies499,,
25339,testassemblies524,,
24770,testassemblies885,,
22454,testassemblies84,,
22296,testassemblies259,,
22295,testassemblies554,,
22256,testassemblies833,,
22249,testassemblies391,,
22164,testassemblies336,,
22044,testassemblies493,,
22022,testassemblies225,,
22022,testassemblies784,,
21996,testassemblies623,,
21975,testassemblies1270,,
21901,testassemblies540,,
17852,testassemblies917,,
17436,testassemblies1027,,
17399,testassemblies608,,
16692,testassemblies423,,
16675,testassemblies407,,
16665,testassemblies147,,
16663,testassemblies662,,
16651,testassemblies367,,
16618,testassemblies542,,
16572,testassemblies402,,
16533,testassemblies932,,
16530,testassemblies247,,
16530,testassemblies873,,
16490,testassemblies315,,
16451,testassemblies520,,
16402,testassemblies479,,
16373,testassemblies700,,
16302,testassemblies511,,
16192,testassemblies756,,
16135,testassemblies609,,
16091,testassemblies959,,
16083,testassemblies749,,
16028,testassemblies929,,
15947,testassemblies901,,
15892,testassemblies1144,,
15879,testassemblies313,,
15832,testassemblies1197,,
15750,testassemblies550,,
15731,testassemblies1219,,
15571,testassemblies1286,,
15565,testassemblies1288,,
15357,testassemblies1214,,
15130,testassemblies957,,
14179,testassemblies522,,
13202,testassemblies883,,
13186,testassemblies865,,
12011,testassemblies621,,
11734,testassemblies596,,
11614,testassemblies910,,
11210,testassemblies166,,
11015,testassemblies82,,
10993,testassemblies251,,
10955,testassemblies158,,
10950,testassemblies257,,
10909,testassemblies468,,
10888,testassemblies582,,
10866,testassemblies832,,
10862,testassemblies802,,
10813,testassemblies389,,
10777,testassemblies491,,
10753,testassemblies754,,
10731,testassemblies552,,
10705,testassemblies660,,
10661,testassemblies334,,
10649,testassemblies223,,
10637,testassemblies1114,,
10611,testassemblies538,,
10565,testassemblies1268,,
10416,testassemblies782,,
10007,testassemblies487,,
8468,testassemblies165,,
7745,testassemblies617,,
7469,testassemblies1140,,
7458,testassemblies1001,,
7368,testassemblies638,,
7238,testassemblies689,,
6565,testassemblies145,,
6506,testassemblies902,,
6424,testassemblies915,,
6270,testassemblies863,,
6262,testassemblies311,,
6177,testassemblies663,,
6132,testassemblies409,,
6114,testassemblies404,,
6107,testassemblies1212,,
6095,testassemblies573,,
6063,testassemblies1276,,
6024,testassemblies891,,
6017,testassemblies368,,
6008,testassemblies1025,,
5993,testassemblies826,,
5965,testassemblies747,,
5961,testassemblies358,,
5946,testassemblies611,,
5893,testassemblies606,,
5793,testassemblies359,,
5706,testassemblies1205,,
5633,testassemblies1022,,
5337,testassemblies1193,,
5292,testassemblies544,,
5188,testassemblies319,,
5185,testassemblies394,,
5161,testassemblies242,,
5153,testassemblies541,,
5145,testassemblies382,,
5122,testassemblies516,,
5117,testassemblies83,,
5116,testassemblies661,,
5114,testassemblies858,,
5114,testassemblies928,,
5113,testassemblies603,,
5112,testassemblies634,,
5111,testassemblies246,,
5110,testassemblies425,,
5104,testassemblies322,,
5104,testassemblies346,,
5103,testassemblies518,,
5103,testassemblies783,,
5103,testassemblies963,,
5100,testassemblies207,,
5100,testassemblies990,,
5099,testassemblies745,,
5098,testassemblies752,,
5096,testassemblies1232,,
5095,testassemblies254,,
5094,testassemblies1278,,
5088,testassemblies955,,
5086,testassemblies241,,
5080,testassemblies897,,
5079,testassemblies360,,
5079,testassemblies871,,
5077,testassemblies935,,
5076,testassemblies526,,
5073,testassemblies592,,
5072,testassemblies305,,
5072,testassemblies362,,
5071,testassemblies146,,
5071,testassemblies824,,
5070,testassemblies877,,
5068,testassemblies406,,
5066,testassemblies907,,
5062,testassemblies805,,
5061,testassemblies931,,
5057,testassemblies780,,
5056,testassemblies1272,,
5055,testassemblies366,,
5051,testassemblies949,,
5050,testassemblies796,,
5049,testassemblies329,,
5046,testassemblies859,,
5046,testassemblies1203,,
5041,testassemblies513,,
5040,testassemblies462,,
5038,testassemblies872,,
5036,testassemblies236,,
5036,testassemblies962,,
5035,testassemblies324,,
5034,testassemblies730,,
5032,testassemblies397,,
5031,testassemblies890,,
5027,testassemblies539,,
5026,testassemblies911,,
5022,testassemblies801,,
5022,testassemblies893,,
5016,testassemblies1283,,
5014,testassemblies630,,
5011,testassemblies588,,
5003,testassemblies351,,
5002,testassemblies1202,,
4998,testassemblies580,,
4995,testassemblies622,,
4993,testassemblies478,,
4992,testassemblies401,,
4991,testassemblies894,,
4990,testassemblies1277,,
4989,testassemblies903,,
4988,testassemblies806,,
4986,testassemblies512,,
4986,testassemblies856,,
4986,testassemblies1143,,
4984,testassemblies217,,
4981,testassemblies1210,,
